id,focus,signal,slack,drag,confidence,score,lane
l001,nonce pressure,35,33,6,25,158,watch
l002,settlement risk,35,34,6,55,219,ship
l003,proof depth,35,35,6,85,280,ship
l004,event finality,35,36,18,25,101,hold
l005,nonce pressure,35,37,18,55,162,watch
l006,settlement risk,35,38,18,85,223,ship
l007,proof depth,35,39,34,25,24,hold
l008,event finality,35,40,34,55,85,hold
l009,nonce pressure,35,41,34,85,146,watch
l010,settlement risk,60,42,6,25,242,ship
l011,proof depth,60,43,6,55,303,ship
l012,event finality,60,44,6,85,364,ship
l013,nonce pressure,60,45,18,25,185,ship
l014,settlement risk,60,46,18,55,246,ship
l015,proof depth,60,47,18,85,307,ship
l016,event finality,60,48,34,25,108,watch
l017,nonce pressure,60,32,34,55,152,watch
l018,settlement risk,60,33,34,85,213,ship
l019,proof depth,85,34,6,25,309,ship
l020,event finality,85,35,6,55,370,ship
l021,nonce pressure,85,36,6,85,431,ship
l022,settlement risk,85,37,18,25,252,ship
l023,proof depth,85,38,18,55,313,ship
l024,event finality,85,39,18,85,374,ship
l025,nonce pressure,85,40,34,25,175,ship
l026,settlement risk,85,41,34,55,236,ship
l027,proof depth,85,42,34,85,297,ship
